Line Name, Code, English
script_job.arctic-endangered-seals.argue.initialClaim_1, @DC2A4B69, "Seals are in danger"
script_job.arctic-endangered-seals.argue.initialClaim_2, @D92A46B0, "Seals will be fine"
script_job.arctic-endangered-seals.argue.initialClaim_3, @DA2A4843, "Let me get back to you."
script_job.arctic-endangered-seals.argue.danger_0, @5C933205, "{@arcticSci}    How do you know that?"
script_job.arctic-endangered-seals.argue.fine_0, @10A4FAB6, "{@arcticSci}    How do you know the seal populations will be fine?"
script_job.arctic-endangered-seals.argue.fine_1, @11A4FC49, "Their populations will go up."
script_job.arctic-endangered-seals.argue.fine_2, @0EA4F790, "Their populations will be stable."
script_job.arctic-endangered-seals.argue.fine_3, @0FA4F923, "On second thought, I need a little more time."
script_job.arctic-endangered-seals.argue.increase_0, @A9B25116, "{@arcticSci}    Does your model show that the populations will increase?"
script_job.arctic-endangered-seals.argue.stable_0, @906D5435, "{@arcticSci}    Does your model show that the populations will remain stable?"
script_job.arctic-endangered-seals.argue.showClaimDanger_1, @458A71D3, "Present facts from AQOS"
script_job.arctic-endangered-seals.argue.showClaimDanger_4, @488A768C, "Let me get back to you."
script_job.arctic-endangered-seals.argue.unrelatedDanger_1, @D6006C4A, "{@arcticSci}    That doesn't support your data. Do you have a Prediction Model?"
script_job.arctic-endangered-seals.argue.completeDanger_0, @8FC9BC7A, "{@arcticSci}   Hmm. I'm not seeing anything in this model that poses a threat to the seals."
script_job.arctic-endangered-seals.argue.completeDanger_1, @90C9BE0D, "Want to revisit your claim?"
script_job.arctic-endangered-seals.argue.showClaimStable_1, @81EF4D3B, "Present facts from AQOS"
script_job.arctic-endangered-seals.argue.showClaimStable_4, @84EF51F4, "Let me get back to you."
script_job.arctic-endangered-seals.argue.unrelatedStable_1, @1F49A95A, "{@arcticSci}   I need to see the future model, not what's already happened."
script_job.arctic-endangered-seals.argue.unrelatedStable_2, @1E49A7C7, "Do you have a Prediction Model?"
script_job.arctic-endangered-seals.argue.unrelatedStable_6, @1A49A17B, "{@arcticSci}   That doesn't support your data. Do you have a Prediction Model?"
script_job.arctic-endangered-seals.argue.completeStable_0, @B90BA62E, "{@arcticSci}   Hmm. It looks like your model isn't agreeing with you."
script_job.arctic-endangered-seals.argue.showClaimIncrease_1, @A8577EB8, "Present facts from AQOS"
script_job.arctic-endangered-seals.argue.showClaimIncrease_4, @AD578697, "Let me get back to you."
script_job.arctic-endangered-seals.argue.unrelatedIncrease_1, @21EFFAD1, "{@arcticSci}   I need to see the future model, not what's already happened."
script_job.arctic-endangered-seals.argue.unrelatedIncrease_2, @1EEFF618, "Do you have a Prediction Model?"
script_job.arctic-endangered-seals.argue.unrelatedIncrease_6, @22EFFC64, "{@arcticSci}    That doesn't support your data. Do you have a Prediction Model?"
script_job.arctic-endangered-seals.argue.giveUp_0, @2E38946A, "{@arcticSci}    Perfectly understandable. These things take time."
script_job.arctic-endangered-seals.argue.giveUp_1, @2F3895FD, "Just let me know when you're ready."
script_job.arctic-endangered-seals.argue.completeIncrease_1, @B22DB966, "{@arcticSci}   Brilliant! They are just having a party in that ice!"
script_job.arctic-in-Ice.start_2, @9539BEDD, "{@profArctic} It's been the weirdest thing."
script_job.arctic-in-Ice.start_3, @9439BD4A, "I've noticed cod out there, just sort of hanging around the ice shelf."
script_job.arctic-in-Ice.start_4, @8F39B56B, "{@player}     So... what's weird about that?"
script_job.arctic-in-Ice.start_5, @8E39B3D8, "{@profArctic} There are never cod by the ice shelf."
script_job.arctic-in-Ice.start_6, @9139B891, "I know every inch of this place. Something must've changed."
script_job.arctic-in-Ice.start_7, @9039B6FE, "I need you to figure out what the cod are up to out there."
script_job.arctic-in-Ice.start_8, @8B39AF1F, "{@player}   Sure. Any idea where I should start?"
script_job.arctic-in-Ice.start_10, @44DFED7C, "{@profArctic} I'd suggest heading out to the ice shelf and seeing what you can find."
script_job.arctic-in-Ice.start_11, @45DFEF0F, "Maybe something's luring the cod in."
script_job.arctic-in-Ice.start_13, @47DFF235, "{@profArctic}  Hmm... you'll probably need to collect a population sample of {nameof ArcticCod} at the {m}Frosted Sea{/m}."
script_job.arctic-in-Ice.start_15, @41DFE8C3, "{@profArctic} I'd suggest checking your AQOS for all the {{h}species near the ice shelf{/h}."
script_job.arctic-in-Ice.start_16, @42DFEA56, "{@profArctic} You've already collected a lot of data. Maybe you'll find a clue there."
script_job.arctic-in-Ice.start_18, @4CDFFA14, "{@player}Got it. Thanks, {nameof @profArctic}."
script_job.arctic-in-Ice.tryScanAlgaeNewY_0, @2DDFA15A, "{@guide}  You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeY_0, @4BD3A5B4, "{@guide}    You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeNewMicroscopeY_0, @BC2BD72A, "{@guide}   Use your microscope to scan this organism."
script_job.arctic-in-Ice.tryScanAlgaeMicroscopeY_0, @1007D56C, "{@guide}    Use your microscope to scan this organism."
script_job.arctic-in-Ice.tryScanAlgaeNewX_0, @B2B7E845, "{@guide}    You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeX_0, @514A86DF, "{@guide}    You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeNewMicroscopeX_0, @41A381D5, "{@guide}    Use your microscope to scan this organism."
script_job.arctic-in-Ice.tryScanAlgaeMicroscopeX_0, @B3A31A37, "{@guide}    Use your microscope to scan this organism."
script_job.arctic-in-Ice.tryScanAlgaeNewZ_0, @5E460A3B, "{@guide}    You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeZ_0, @26FA62E9, "{@guide}    You will need a microscope in order to fully investigate this organism."
script_job.arctic-in-Ice.tryScanAlgaeNewMicroscopeZ_0, @EA17D70B, "{@guide}    Use your microscope to scan this organism."
script_job.arctic-in-Ice.tryScanAlgaeMicroscopeZ_0, @8A902AC1, "{@guide}    Use your microscope to scan this organism."
script_job.arctic-in-Ice.scannedAlgae_0, @415DA98F, "{@player} I think we've got something here, {nameof @guide}!"
script_job.arctic-in-Ice.scannedAlgae_1, @405DA7FC, "{@guide} Yes. Ice algae... a new species!"
script_job.arctic-in-Ice.scannedAlgae_2, @435DACB5, "I would suggest counting them before you proceed with experimentation."
script_job.arctic-in-Ice.countedAlgae_0, @946E1D9D, "{@player} Wow. There's a ton of {nameof IceAlgae} out here, {nameof @guide}."
script_job.arctic-in-Ice.countedAlgae_1, @936E1C0A, "Maybe the algae drew the cod in toward the ice shelf!"
script_job.arctic-in-Ice.countedAlgae_2, @926E1A77, "{@guide}  Ah! So cod are known to eat {nameof IceAlgae}?"
script_job.arctic-in-Ice.countedAlgae_3, @916E18E4, "{@player} I... have no idea. Guess we better head to the Observation Tank."
script_job.arctic-in-Ice.observedEatRules_0, @6DE2ABDE, "{@player} {nameof @guide}, I think this explains what the cod are doing out there!"
script_job.arctic-in-Ice.observedEatRules_1, @6EE2AD71, "{@guide}  Yes. Time to report back to {nameof @profArctic}!"
script_job.arctic-in-Ice.helpScanWithoutMicroscope_0, @1A07B171, "{@player}  What now, {nameof @guide}?"
script_job.arctic-in-Ice.helpScanWithoutMicroscope_1, @1907AFDE, "{@guide}    You will need to obtain a microscope before you can make any progress here."
script_job.arctic-in-Ice.helpScanWithMicroscope_0, @DE9DCF35, "{@player} What should I do next, {nameof @guide}?"
script_job.arctic-in-Ice.helpScanWithMicroscope_1, @DD9DCDA2, "{@guide}  Now that you have a microscope, you should take another look at that organism you couldn't scan."
script_job.arctic-in-Ice.catchScanAlgae_0, @CFD647CD, "{@player}   What should I be doing, {nameof @guide}?"
script_job.arctic-in-Ice.catchScanAlgae_1, @CED6463A, "{@guide}    We must see if you can find what is attracting the {nameof ArcticCod} to the ice shelf"
script_job.arctic-in-Ice.catchCountAlgae_0, @1632920D, "{@player}  What should we do now, {nameof @guide}?"
script_job.arctic-in-Ice.catchCountAlgae_1, @1532907A, "{@guide}\t You still need to count the Ice Algae. Make sure to use your microscope!"
script_job.arctic-in-Ice.catchObserveEat_0, @22E5A65A, "{@player} Okay, {nameof @guide}. What's our next step?"
script_job.arctic-in-Ice.catchObserveEat_1, @23E5A7ED, "{@guide}  Head to your Observation Tank. You'll need to observe how the Arctic Cod and Ice Algae interact."
script_job.arctic-in-Ice.catchReportBack_0, @9D159C3D, "{@player} Where should we go now, {nameof @guide}?"
script_job.arctic-in-Ice.catchReportBack_1, @9C159AAA, "{@guide}  It's time to report back and tell {nameof @profArctic} what you discovered!"
script_job.arctic-in-Ice.argue.intro_8, @3C3DF035, "{@profArctic}  I'm dying to know! Did you figure out why those cod are hanging out near the ice shelf?"
script_job.arctic-in-Ice.argue.chooseFactsEat_0, @7FDDF6C5, "Present facts from AQOS"
script_job.arctic-in-Ice.argue.chooseFactsEat_3, @7CDDF20C, "Let me get back to you."
script_job.arctic-in-Ice.argue.unrelatedEat_0, @73B11F03, "{@profArctic}   I'm not seeing how that relates."
script_job.arctic-in-Ice.argue.notSure_0, @8527CD63, "{@profArctic}   Okay, Ollie. Let me know when you're ready."
script_job.arctic-in-Ice.argue.correctEat_0, @3D46D663, "{@profArctic}   Interesting."
script_job.arctic-in-Ice.argue.alreadyDiscussed_0, @623DAE34, "{@profArctic}  Last time, you said the cod might've been drawn in by the Ice Algae."
script_job.arctic-in-Ice.argue.popQuery_0, @D6C7794A, "{@profArctic}   Is there a lot of ice algae in the shelf? How much did you count?"
script_job.arctic-in-Ice.argue.chooseFactsPop_1, @8EAD6223, "Present facts from AQOS"
script_job.arctic-in-Ice.argue.chooseFactsPop_4, @91AD66DC, "Let me get back to you."
script_job.arctic-in-Ice.argue.unrelatedPop_0, @81330F0A, "{@profArctic}   Um... sorry, Ollie, I'm not seeing how that's relevant."
script_job.arctic-in-Ice.argue.correctPop_1, @63D8487D, "{@profArctic}  Nice work, Ollie."
script_job.arctic-in-Ice.argue.correctPop_2, @60D843C4, "That's definitely enough algae to draw them in."
script_job.arctic-in-Ice.argue.correctPop_3, @61D84557, "Hmmm. I wonder if the Salmon interact with the Cod, too..."
script_job.arctic-in-Ice.argue.correctPop_4, @5ED8409E, "This could really help with that salmon summering model I've been stuck on."
script_job.arctic-in-Ice.argue.correctPop_5, @5FD84231, "{@player}      Ooh, sounds intriguing. Can I help?"
script_job.arctic-in-Ice.argue.correctPop_6, @5CD83D78, "{@profArctic}  Well... I usually like to work on the summering model myself."
script_job.arctic-in-Ice.argue.correctPop_7, @5DD83F0B, "But I trust you, Ollie."
script_job.arctic-in-Ice.argue.correctPop_8, @5AD83A52, "Just make sure to be meticulous."
script_job.arctic-in-Ice.argue.correctPop_9, @5BD83BE5, "The facts affecting the salmon are so complex——we can't afford to miss anything."
script_job.arctic-in-Ice.argue.correctPop_10, @7A79D137, "Check the job board soon. I'll make sure it's updated."
script_job.arctic-isolated-instnace.start_0, @F7A64237, "{@player} Okay, I'm ready to figure out what's going on with those mysterious Glass Sponges!"
script_job.arctic-isolated-instnace.start_1, @F6A640A4, "They seemed so happy at Site X, but there are none here at Site Z."
script_job.arctic-isolated-instnace.start_2, @F9A6455D, "{@profArctic} Yeah, that's definitely odd."
script_job.arctic-isolated-instnace.start_3, @F8A643CA, "Apart from the light conditions, Site X and Site Z are similar... and sponges don't react poorly to light."
script_job.arctic-isolated-instnace.start_4, @F3A63BEB, "{@player}   What do you think is happening to them?"
script_job.arctic-isolated-instnace.start_5, @F2A63A58, "{@profArctic}\tUsually organisms are missing if they're too stressed to stick around, or if something eats all of them."
script_job.arctic-isolated-instnace.start_6, @F5A63F11, "You'll need to figure out if either of these are true for the sponges."
script_job.arctic-isolated-instnace.start_8, @EFA6359F, "{@guide}\tBut first, make sure to scan the Glass Sponge at Site X."
script_job.arctic-isolated-instnace.start_10, @DBB7A8FC, "{@player} Got it. Thanks!"
script_job.arctic-isolated-instnace.scanSpongeComplete_0, @4761971B, "{@guide}  Adequate work, O! You've scanned the Glass Sponge."
script_job.arctic-isolated-instnace.scanSpongeComplete_1, @46619588, "Now you'll need to scan any new species out in the Frosted Sea, here at Site Z."
script_job.arctic-isolated-instnace.scansComplete_0, @A07C6DDE, "{@player} Okay, I think that's all the species!"
script_job.arctic-isolated-instnace.scansComplete_1, @A17C6F71, "Now I need to find out if any of the predators from Site Z eat the Glass Sponges."
script_job.arctic-isolated-instnace.scansComplete_2, @9E7C6AB8, "Time to head back to the AquaLab."
script_job.arctic-isolated-instnace.experimentCompleteZ_0, @9022002D, "{@player} Huh. No lo entiendo."
script_job.arctic-isolated-instnace.experimentCompleteZ_1, @8F21FE9A, "None of these predators seem to eat Glass Sponges... but I feel like I've seen some half-eaten Glass Sponges lying around."
